path	upstream_mode	upstream_type	upstream_object_id	source_sha256	product_sha256	disposition	modification_reason	ignored_before_tracking_compatibility	ignore_rule_source	final_trackable
.hadolint.yaml	100644	blob	81e80c14b617fb1a38b07380aca5f637afd64861	5BBA63BC79B5F412C6D0E4654288E364F11FD619E449539ECEFAD31849406142	5BBA63BC79B5F412C6D0E4654288E364F11FD619E449539ECEFAD31849406142	imported_unmodified		false		true
.mailmap	100644	blob	3f093fb5abe71dc88dfde3533841d99c7016d6ac	68133E8A7196CDEF5D18E3ABEA9308E89F5A2984A07CD33CBE2CBEB2EA6A8D8C	68133E8A7196CDEF5D18E3ABEA9308E89F5A2984A07CD33CBE2CBEB2EA6A8D8C	imported_unmodified		false		true
.plans/openai-api-server.md	100644	blob	59038cb93fa22c26b31133d1a99fc41c40010556	2D719CC9846B7A79246C5C60A93A9C3BDA1B5F341A85BD8B8BE08F4C434CE7A5	2D719CC9846B7A79246C5C60A93A9C3BDA1B5F341A85BD8B8BE08F4C434CE7A5	imported_unmodified		false		true
.plans/streaming-support.md	100644	blob	cb4ec11edfee565b0e13d90c01e36c3e6032ee51	5387CBE67AA1839B5826A5FFA1DD32B9F74F692BF60CED6A78D29CF48E2E728A	5387CBE67AA1839B5826A5FFA1DD32B9F74F692BF60CED6A78D29CF48E2E728A	imported_unmodified		false		true
AGENTS.md	100644	blob	e1dbaaa5c43c129f3de8a0e40098e602fd4e40e1	4B76132C5A7A7687338E1EBCDE5743418CA3AE772F8F3D653B11383B89F7A1F2	4B76132C5A7A7687338E1EBCDE5743418CA3AE772F8F3D653B11383B89F7A1F2	imported_unmodified		false		true
CONTRIBUTING.es.md	100644	blob	ab34206dd6c31af91f69f1d1caca95a8470b653b	1ED17DEC2D49E87937B21A7309C6C335B732EC9591CA97B54B62F446468ECAB0	1ED17DEC2D49E87937B21A7309C6C335B732EC9591CA97B54B62F446468ECAB0	imported_unmodified		false		true
CONTRIBUTING.md	100644	blob	46581d820037d2abd46ddd2b0d74c0b39190596d	F5314B56DC95CC6B79494D2B462F6D82D2AA632CCC9EACB6EF4A1122ED58A85E	F5314B56DC95CC6B79494D2B462F6D82D2AA632CCC9EACB6EF4A1122ED58A85E	imported_unmodified		false		true
Dockerfile	100644	blob	6f957f779678b5cb394763e82e5ee59336e3b672	F2BA5713E5B91B2AA7D8C629FED6A10A0F3796705C45271C834BC3F8D5471FFA	F2BA5713E5B91B2AA7D8C629FED6A10A0F3796705C45271C834BC3F8D5471FFA	imported_unmodified		false		true
LICENSE	100644	blob	75410e73319c72cd3e991a501c5455eb78f38375	821556E6336796450AB852D375117B48A4887E71D255794FD6318D99982A5AB6	821556E6336796450AB852D375117B48A4887E71D255794FD6318D99982A5AB6	imported_unmodified		false		true
MANIFEST.in	100644	blob	159c215ff6b00691003b2b67ef914161385e3d0d	142C5A26977DE0E086C30A9A8341853DF012B91C5E0F287D1426F7C05F62DCC4	142C5A26977DE0E086C30A9A8341853DF012B91C5E0F287D1426F7C05F62DCC4	imported_unmodified		false		true
